# index timestamp image_name
0 0.014661383317 img/image00000000.png 
1 0.348342251466 img/image00000010.png 
2 0.682090115236 img/image00000020.png 
3 1.015848707841 img/image00000030.png 
4 1.349671196626 img/image00000040.png 
5 1.683320355104 img/image00000050.png 
6 2.017117809938 img/image00000060.png 
7 2.350839209245 img/image00000070.png 
8 2.684590410875 img/image00000080.png 
9 3.018350195573 img/image00000090.png 
10 3.352160763429 img/image00000100.png 
11 3.685928415941 img/image00000110.png 
12 4.019599747346 img/image00000120.png 
13 4.353335451768 img/image00000130.png 
14 4.687081885026 img/image00000140.png 
15 5.020824503587 img/image00000150.png 
16 5.354598831819 img/image00000160.png 
17 5.688390803026 img/image00000170.png 
18 6.022132706331 img/image00000180.png 
19 6.355909657167 img/image00000190.png 
20 6.689629864381 img/image00000200.png 
21 7.023433041261 img/image00000210.png 
22 7.357123207735 img/image00000220.png 
23 7.690889906572 img/image00000230.png 
24 8.024722408937 img/image00000240.png 
25 8.358364891695 img/image00000250.png 
26 8.692185949968 img/image00000260.png 
27 9.025967669176 img/image00000270.png 
28 9.359675001787 img/image00000280.png 
29 9.693399738954 img/image00000290.png 
30 10.027132105516 img/image00000300.png 
31 10.361138891862 img/image00000310.png 
32 10.694611143755 img/image00000320.png 
33 11.028561901735 img/image00000330.png 
34 11.362176966356 img/image00000340.png 
35 11.695927929567 img/image00000350.png 
36 12.029772591280 img/image00000360.png 
37 12.363383125948 img/image00000370.png 
38 12.697188448595 img/image00000380.png 
39 13.030974220918 img/image00000390.png 
40 13.364670586275 img/image00000400.png 
41 13.698397230791 img/image00000410.png 
42 14.032135080980 img/image00000420.png 
43 14.365950178789 img/image00000430.png 
44 14.699784826921 img/image00000440.png 
45 15.033419441865 img/image00000450.png 
46 15.367211889909 img/image00000460.png 
47 15.700931620286 img/image00000470.png 
48 16.034695696519 img/image00000480.png 
49 16.368418287920 img/image00000490.png 
50 16.702143740343 img/image00000500.png 
51 17.036180567430 img/image00000510.png 
52 17.369669031786 img/image00000520.png 
53 17.703686070131 img/image00000530.png 
54 18.037223410295 img/image00000540.png 
55 18.370974850343 img/image00000550.png 
56 18.704727720903 img/image00000560.png 
57 19.038601231264 img/image00000570.png 
58 19.372310471223 img/image00000580.png 
59 19.706233811067 img/image00000590.png 
60 20.039802145647 img/image00000600.png 
61 20.373504948305 img/image00000610.png 
62 20.707226824449 img/image00000620.png 
63 21.041043352769 img/image00000630.png 
64 21.374714684175 img/image00000640.png 
65 21.708467793153 img/image00000650.png 
66 22.042387079881 img/image00000660.png 
67 22.375968765901 img/image00000670.png 
68 22.709751200365 img/image00000680.png 
69 23.043487381624 img/image00000690.png 
70 23.377202105211 img/image00000700.png 
71 23.710993599580 img/image00000710.png 
72 24.044797730135 img/image00000720.png 
73 24.378499817537 img/image00000730.png 
74 24.712204765962 img/image00000740.png 
75 25.046044420885 img/image00000750.png 
76 25.379836630510 img/image00000760.png 
77 25.713469338106 img/image00000770.png 
78 26.047261547731 img/image00000780.png 
79 26.381087135957 img/image00000790.png 
80 26.715096306489 img/image00000800.png 
81 27.048764776872 img/image00000810.png 
82 27.382315230058 img/image00000820.png 
83 27.716016840623 img/image00000830.png 
84 28.049832892107 img/image00000840.png 
85 28.383628678010 img/image00000850.png 
86 28.717567276643 img/image00000860.png 
87 29.051048588441 img/image00000870.png 
88 29.384772610353 img/image00000880.png 
89 29.718508791612 img/image00000890.png 
90 30.052255701707 img/image00000900.png 
91 30.386087727235 img/image00000910.png 
92 30.719849419282 img/image00000920.png 
93 31.053533625291 img/image00000930.png 
94 31.387292456316 img/image00000940.png 
95 31.720997404741 img/image00000950.png 
96 32.054827999757 img/image00000960.png 
97 32.388534617113 img/image00000970.png 
98 32.722335409807 img/image00000980.png 
99 33.056032013582 img/image00000990.png 
100 33.389866661714 img/image00001000.png 
101 33.723651718782 img/image00001010.png 
102 34.057367396043 img/image00001020.png 
103 34.391204905199 img/image00001030.png 
104 34.725440573381 img/image00001040.png 
105 35.058583330797 img/image00001050.png 
106 35.392329764055 img/image00001060.png 
107 35.726185393022 img/image00001070.png 
108 36.059901070283 img/image00001080.png 
109 36.393612694429 img/image00001090.png 
110 36.727276634859 img/image00001100.png 
111 37.061504435228 img/image00001110.png 
112 37.394939255403 img/image00001120.png 
113 37.728529286073 img/image00001130.png 
114 38.062321495698 img/image00001140.png 
115 38.396097969698 img/image00001150.png 
116 38.729885410951 img/image00001160.png 
117 39.063655209230 img/image00001170.png 
118 39.397368025468 img/image00001180.png 
119 39.731168102907 img/image00001190.png 
120 40.065920424150 img/image00001200.png 
121 40.398742746995 img/image00001210.png 
122 40.732399296449 img/image00001220.png 
123 41.066349577592 img/image00001230.png 
124 41.399886202501 img/image00001240.png 
125 41.733610701250 img/image00001250.png 
126 42.067411017107 img/image00001260.png 
127 42.401104044603 img/image00001270.png 
128 42.734858345674 img/image00001280.png 
129 43.068714213060 img/image00001290.png 
130 43.402393173860 img/image00001300.png 
131 43.736127209352 img/image00001310.png 
132 44.069926571535 img/image00001320.png 
133 44.403659653352 img/image00001330.png 
134 44.737730335878 img/image00001340.png 
135 45.071199726747 img/image00001350.png 
136 45.404978346513 img/image00001360.png 
137 45.738680672334 img/image00001370.png 
138 46.072848391222 img/image00001380.png 
139 46.406244826005 img/image00001390.png 
140 46.740419935869 img/image00001400.png 
141 47.073621821092 img/image00001410.png 
142 47.407451224016 img/image00001420.png 
143 47.741184544252 img/image00001430.png 
144 48.074942183183 img/image00001440.png 
145 48.408677649187 img/image00001450.png 
146 48.742475580858 img/image00001460.png 
147 49.076150726961 img/image00001470.png 
148 49.409885239290 img/image00001480.png 
149 49.743796658205 img/image00001490.png 
150 50.077458691286 img/image00001500.png 
151 50.411176514314 img/image00001510.png 
152 50.744907927202 img/image00001520.png 
153 51.078670096086 img/image00001530.png 
154 51.412466835664 img/image00001540.png 
155 51.746151995348 img/image00001550.png 
