# index timestamp wx wy wz ax ay az
0 0.039346218109 -0.000685630042 0.003896188550 0.001393836747 0.147045422914 -0.451711661741 9.832836885452
1 0.046533346176 -0.000974961234 -0.003743756908 -0.000366176393 0.159897337966 -0.432320138477 9.809099528790
2 0.056556224823 -0.000278018803 0.002239336948 0.000592543655 0.134275295790 -0.436296135485 9.814954930544
3 0.066654443741 -0.001475813995 0.006251262994 0.000344432163 0.151183479158 -0.444492068030 9.836552206278
4 0.077785968781 -0.001261323027 -0.003216486122 -0.000740294545 0.132144351136 -0.441678314768 9.818297199011
5 0.087691545486 0.001066213187 -0.000101665159 -0.000301574743 0.137868985394 -0.452197711542 9.787048509121
6 0.096840620041 -0.003827313587 -0.004935409663 -0.002184622511 0.144802549761 -0.451149123050 9.799932264090
7 0.106595993042 -0.002502475469 0.005610772752 0.000425340473 0.134724763948 -0.450407294109 9.806326194406
8 0.115299940109 0.000705119102 0.001642526709 -0.001779580807 0.157883648258 -0.451614853777 9.799745737910
9 0.125632762909 0.001638722732 0.002580613759 -0.001554068669 0.145800431930 -0.449095398188 9.791295926571
10 0.135853290558 -0.002715453714 -0.000932346170 -0.000691287634 0.153414274156 -0.451808944792 9.835999059677
11 0.145729780197 0.000328685086 -0.002629542062 -0.000493125173 0.146852309480 -0.449397626147 9.826555806398
12 0.156656026840 -0.000645290629 0.003673330081 -0.001988430242 0.164826979302 -0.446592899524 9.815968837738
13 0.165674686432 -0.004229678736 -0.001646135240 0.001051319966 0.155092114415 -0.448144421652 9.804216518998
14 0.175200939178 -0.000193211053 0.000038854828 -0.001596987174 0.130805274798 -0.467972914651 9.807413776517
15 0.185452938080 -0.002728512046 0.003350489418 0.002629614363 0.117210571496 -0.446960031576 9.819896997213
16 0.197388410568 0.002867016449 -0.004323166614 -0.000505925901 0.128985237563 -0.457563299350 9.806263629198
17 0.206383705139 0.002626989433 -0.001347583698 0.000094755406 0.136534203105 -0.451761801615 9.807074638009
18 0.216687679291 0.000472468704 0.004999836316 -0.000741870985 0.137992480416 -0.451934659928 9.809727519751
19 0.225290298462 -0.004268514335 0.002736131964 0.003757244102 0.148859101301 -0.452672688179 9.811948292255
20 0.238927841187 0.000658329325 0.002982296994 -0.000338371749 0.151129319323 -0.456999481581 9.827036447525
21 0.247061014175 -0.000637724547 0.000025040135 -0.000100014231 0.144650677470 -0.457948594317 9.813658018112
22 0.257083415985 -0.000699463266 0.002040314550 -0.004344401162 0.138825717783 -0.455059813969 9.792885784507
23 0.264962434769 -0.002737261207 -0.002821349998 0.002664412568 0.120138948457 -0.422649282329 9.815541990995
